id,Hollingshead_SES_t1,age,gender,ethnicity_categorical,site,gnf.1,gnf.3,gnf.5,gnf.7,gnf.9,gnf.11,gnf.13,gnf.15,neur_t1,neur_t3,neur_t5,neur_t7,neur_t9,neur_t11,neur_t13,neur_t15,extra_t1,extra_t3,extra_t5,extra_t7,extra_t9,extra_t11,extra_t13,extra_t15,consc_t1,consc_t3,consc_t5,consc_t7,consc_t9,consc_t11,consc_t13,consc_t15,agree_t1,agree_t3,agree_t5,agree_t7,agree_t9,agree_t11,agree_t13,agree_t15,open_t1,open_t3,open_t5,open_t7,open_t9,open_t11,open_t13,open_t15,cs_sum_t1,cs_sum_t3,cs_sum_t5,cs_sum_t7,cs_sum_t9,cs_sum_t11,cs_sum_t13,cs_sum_t15,ddad_csrtot_cur_t1,ddad_csrtot_cur_t3,ddad_csrtot_cur_t5,ddad_csrtot_cur_t7,ddad_csrtot_cur_t9,ddad_csrtot_cur_t11,ddad_csrtot_cur_t13,ddad_csrtot_cur_t15,ddad_csrtot_past_t3,ddad_csrtot_past_t5,ddad_csrtot_past_t7,ddad_csrtot_past_t9,ddad_csrtot_past_t11,ddad_csrtot_past_t13,ddad_csrtot_past_t15,Zcs_sum_t1,Zcs_sum_t3,Zcs_sum_t5,Zcs_sum_t7,Zcs_sum_t9,Zcs_sum_t11,Zcs_sum_t13,Zcs_sum_t15,Zddad_csrtot_cur_t1,ddad_cp_z3,ddad_cp_z5,ddad_cp_z7,ddad_cp_z9,ddad_cp_z11,ddad_cp_z13,ddad_cp_z15,es_sum_t1,es_sum_t3,es_sum_t5,es_sum_t7,es_sum_t9,es_sum_t11,es_sum_t13,es_sum_t15,Zes_sum_t1,Zes_sum_t3,Zes_sum_t5,Zes_sum_t7,Zes_sum_t9,Zes_sum_t11,Zes_sum_t13,Zes_sum_t15,cses_1,cses_3,cses_5,cses_7,cses_9,cses_13,cses_15
13,50,16,2,1,1,-.463,.559, , , , , , ,5.75,5.375, , , , , , ,5.875,4.875, , , , , , ,5.57142857142857,5.14285714285714, , , , , , ,5.75,5.125, , , , , , ,5.125,5.25, , , , , , ,25.5,18.5,19.5, , , , , ,5,0,0, , , , , ,0,0, , , , , ,.822484549486492,-1.04590168080553,-.884182587467147, , , , , ,.519428854695918,-.485466294394414,-.45363384700441, , , , , ,13.5,4.5,6.5, , , , , ,1.3699899478798,-.311635020893497,.0200062681542669, , , , , ,7.16124227474325, ,2.80790870626643, , , , 
14,66,16,1,2,1,.652,.854,1.409, , ,.502, , ,5.125,6.125,4.875, , ,4.75, , ,5.875,7,4.375, , ,5.5, , ,3.85714285714286,3.85714285714286,5, , ,3.85714285714286, , ,7.25,7.625,6.625, , ,6.125, , ,8,7.375,6.875, , ,7.875, , ,20.5,22,22, ,21,19.5,23,22,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,-.585184356784279,.0251519442277943,-.10022954072417, ,-.460225652480817,-.982121057472199,-.0457230215905888,-.437993860620272,-.606867780135713,-.485466294394414,-.45363384700441, ,-.442828293814146,-.424035247982286,-.433145822630003,-.421557539315547,10.5,6.5,2.5, ,1.5,4.5,1.5,10,.752637036735077,.161789610150282,-.864976887846241, ,-1.09514274229937,-.445883409456316,-1.22291228725216,.465615368713049,4.95740782160786,1.7589394712639,1.19988522963791, ,.519887173759591,.727138489204706,4.78100306968986
15,47.5,16,2,1,1,-.188,-.326, ,-.675,-.785, ,-.755, ,4.875,4.375, ,2.5,3.75, ,3, ,4.5,5.125, ,4.25,5.5, ,4.125, ,7,7.71428571428571, ,7.85714285714286,7.28571428571429, ,7.85714285714286, ,8.125,7.42857142857143, ,7.5,7.875, ,7.875, ,7,6.375, ,5.75,6.625, ,6.375, ,23,19.5,22.5,19,24.5,20.5,20.5, ,10,4,0,0,0,0,0, ,0,0,0,0,0,0, ,.118650096351106,-.739886359367438,.0565610686244253,-.956816052387634,.541574867649274,-.672927204723124,-.891598921016493, ,1.92729964823546,.40994214497733,-.45363384700441,-.472305936341638,-.442828293814146,-.424035247982286,-.433145822630003, ,10,2,5.5,7,2,2.5,2.5, ,.649744884877623,-.903415809698221,-.20123952084586,.146578055190693,-.99114239713086,-.817165674205144,-1.01181942684474, ,5.05932504817555,.913536397638438,2.77828053431221,3.02159197380618,1.27078743382464,.804200539491754, 
22,59.5,16,2,4,1,-.397,.34, ,.749,1.406,1.265,1.088, ,4.375,5.75, ,5.625,5.75,5.375,5.75, ,8,7, ,7.5,6.75,6.875,7.125, ,5.42857142857143,6, ,6.375,6.42857142857143,6.28571428571429,7, ,8.875,7.16666666666667, ,8.625,8,7.125,7.25, ,8.75,8.5, ,8.5,8.625,8.5,8.5, ,19,21.5,24.5,23,22.5,23,24.5,24.5,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,-1.00748502866551,-.127855716491252,.683723506018807,.262120177172024,-.030882572425064,.100057427149564,.461802518064954,.41128077130741,-.325293621427806,-.485466294394414,1.25099489917573,-.472305936341638,-.442828293814146,-.424035247982286,-.433145822630003,-.421557539315547,5.5,18,7,10,5.5,11,3.5,13,-.276284481839457,2.88398123865201,.13062916265433,.723632714573002,-.263139980951295,.760783950977372,-.800726566437326,1.08195193031876,2.24625748566724,5.55002871357478,3.8418617530094,5.13106008858601,2.73455871378747,1.98090125903248,6.70564038565371
26,29,16,2,1,1,.69,.791,.286,.238,-.305, ,.257,-.418,5.375,4.625,3.75,4.125,3.625, ,4,3.375,4.625,5.375,5.375,3.875,4.75, ,4.125,4.375,6.85714285714286,6.42857142857143,7.625,7.25,5.57142857142857, ,6.71428571428571,6.75,9,7.4,8.25,8.75,8.5, ,8.625,8.375,6.75,7.25,7.375,6.375,6.25, ,5.5,7.125,22.5,22,23.5,20.5,22.5,21,23.5,22,1,2,0,1,2,1,4,1,0,0,0,0,0,0,0,-.022116794275971,.0251519442277943,.370142287321616,-.499714966302762,-.030882572425064,-.518330278348586,.123452158294592,-.437993860620272,-.606867780135713,-.0377620747085423,-.45363384700441,-.215070490154857,.0074517254196329,-.273598395089844,.257634164878835,-.259239045159853,18.5,2.5,0,0,2.5,3.5,3.5,3,2.39891146645433,-.785059651937276,-1.41809136034656,-1.19988281670136,-.887142051962351,-.63152454183073,-.800726566437326,-.972503275033622,9.23894160286202,1.49083486082571,.185071143660808,-.249857483151381,1.23455871378747,1.8117260791473,1.28100306968986
27,46,16,1,1,1,.658,.928,1.225,1.14,.886,.963,.875, ,5.375,4.875,5.125,5.375,4.625,5.125,4.625, ,4.75,5.625,4.875,5.5,4.75,5,5, ,5.71428571428571,4.57142857142857,4.28571428571429,4.625,5.28571428571429,5.42857142857143,4.42857142857143, ,7,5.75,4.75,5.125,5.125,5.125,4.875, ,5.125,6,5.375,5.375,4.375,4.875,5.25, ,24,23,22,19.5,22.5,20.5,23.5,21,2,3,1,0,3,0,0,0,0,0,0,0,0,0,0,.40018387760526,.331167265665887,-.10022954072417,-.804449023692677,-.030882572425064,-.672927204723124,.123452158294592,-.777703713391345,-.325293621427806,.186090035134394,-.231341804146066,-.472305936341638,.232591735036522,-.424035247982286,-.433145822630003,-.421557539315547,5.5,8,1.5,0,6.5,0,6,1.5,-.276284481839457,.516858083433116,-1.08622267684637,-1.19988281670136,-.0551392906142763,-1.28126850514118,-.272994415418782,-1.28067155583648,2.95009193880263,-.336463602361562,.699885229637915,-.402224511846338,3.23455871378747,3.0617260791473,.361148143304328
29,59.75,16,2,4,1,.721, , ,-.019,-.155, ,-.004,-.161,5.625, , ,4.75,4.125, ,4.375,3.625,2.875, , ,4.125,5.25, ,3.625,4.25,6.14285714285714, , ,6.125,6.71428571428571, ,7.42857142857143,8.5,7.75, , ,7.5,8.625, ,8.625,8.875,7.125, , ,7.875,7.625, ,8,7.625,15.5, , ,23,17.5, ,22.5,23.5,0, , ,0,0, ,0,0, , ,1,0, ,0,0,-1.99285326305505, , ,.262120177172024,-1.46202617261091, ,-.21489820147577,.071570918536337,-.888441938843621, , ,-.119989459199509,-.442828293814146, ,-.433145822630003,-.421557539315547,4, , ,0,7.5, ,5,0,-.584960937411818, , ,-1.19988281670136,.152861399722742, ,-.484087275826199,-1.58883983663934,1.00357336847247, , ,.131060088586012,3.01898691369455,2.39255089926212,.0357854592681685
30,55.5,16,2,4,1,.088,-.602,-.208,-.607,-.458,-.16,.032,-.48,5.25,5.125,4.375,5,5.75,5.375,5.125,5.5,7.75,7.5,7.75,7.75,8.125,7.75,7.75,8.5,6.85714285714286,6.28571428571429,6.75,6.75,7.28571428571429,7.71428571428571,8.5,8,7.625,7.375,7.5,7.75,7.75,6.5,7.125,7,7,7.25,6.875,7.25,7,6.71428571428571,6.75,7.5,19,21,21,20.5,19.5,22,23,25,0,0,0,0,0,0,0,2,0,0,0,0,4,4,3,-1.00748502866551,-.280863377210299,-.413810759421361,-.499714966302762,-.889568732536571,-.209136425599511,-.0457230215905888,.581135697692946,-.888441938843621,-.485466294394414,-.45363384700441,-.472305936341638,-.442828293814146,.842276078730546,1.02751827575537,.916981613398694,11.5,9,3.5,8,6.5,16,21.5,7,.958421340449984,.753570398955005,-.643731098846114,.338929608318129,-.0551392906142763,1.68898961284944,2.99894492089619,-.150721192892667,5.24625748566725,7.89543178720024,1.54309462028932,3.75014251684862,2.80521563373171,10.7271384892047,3.79056784884647
31,57,16,2,8,1,-1.568,-1.538,-1.646,-2.174,-1.793,-1.463,-1.681, ,2.125,1.75,2.125,1,1.625,1.625,1.875, ,6.875,7,6.5,8,7.125,7.5,7.75, ,6.42857142857143,7.42857142857143,6.75,7.75,7.71428571428571,6.14285714285714,7.28571428571429, ,7.75,8,7.25,8.375,8.375,8.625,8, ,7.125,7.25,7,7.25,7.5,7.5,7.25, ,17.5,18.5,18,18.5,17.5,20,21,22,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,-1.42978570054674,-1.04590168080553,-1.35455441551293,-1.10918308108259,-1.46202617261091,-.827524131097661,-.722423741131312,-.437993860620272,-.888441938843621,-.485466294394414,-.45363384700441,-.215070490154857,-.217688284197256,-.424035247982286,-.433145822630003,-.259239045159853,8,5.5,1.5,4,0,7,3,6,.23817627744781,-.0749227053716079,-1.08622267684637,-.430476604191615,-1.4071437778049,.0182194214797175,-.906272996641034,-.356166713427906,3.28510714972663,3.08623793445117,.0727227922435336,1.4454084594587,-.731013086305454,1.13878812943434,2.78100306968986
32,66,16,2,4,1,-.29,-.844, , ,.583, ,.817,.794,5.875,4.625, , ,4.5, ,5.25,4.625,7.125,7, , ,4.125, ,5.125,5.25,6.42857142857143,7.28571428571429, , ,5.57142857142857, ,5.25,4.625,7.375,7.42857142857143, , ,4.5, ,4.875,5.5,6.375,7, , ,4.875, ,5.875,4.875,20,18, ,20.5,20.5, ,21.5,24,1,0, ,0,0,0,0,0,0, ,0,0,0,0,0,-.725951247411357,-1.19890934152458, ,-.499714966302762,-.603340012499402, ,-.553248561246131,.241425844921873,-.606867780135713,-.485466294394414, ,-.472305936341638,-.442828293814146,-.424035247982286,-.433145822630003,-.421557539315547,9.5,6.5, ,1.5,0,7,5,1.5,.54685273302017,.161789610150282, ,-.911355487010205,-1.4071437778049,.0182194214797175,-.484087275826199,-1.28067155583648,4.38702437629432,7, ,.500142516848619,-.301670006249701,2.22337571937693,.870712922460937
35,61,16,2,4,1,1.574,1.23,1.121,1.996,2.344,1.724,1.462,1.327,6.75,6.75,6.25,6.375,7,7.5,6.75,6.5,2.875,4,3.25,3.125,2.5,3.25,3.25,3.375,6.42857142857143,7.57142857142857,6.5,6.875,7,7.57142857142857,7.57142857142857,6.875,6.75,6,6.375,6.375,6.5,5.375,6.5,5.75,5.875,6.125,6.125,5.125,5.75,6,6.25,6.125,19,18.5,22,25.5,23.5,20.5,21,24,3,0,0,2,4,9,4,0,0,1,4,4,4,0,4,-1.00748502866551,-1.04590168080553,-.10022954072417,1.02395532064681,.255346147612105,-.672927204723124,-.722423741131312,.241425844921873,-.0437194627198978,-.485466294394414,-.0274766604593755,1.45143086460044,1.84161855235039,2.19620775476253,.257634164878835,.930312013221592,6,7.5,5,6.5,4.5,8.5,8.5,16,-.173392329982004,.398501925672171,-.311862415345924,.0504022786269752,-.471140671288314,.296681120041338,.254737735599762,1.69828849192448,2.49625748566724,3.91353639763844,2.44988522963791,3.76197766032341,2.37767307380605,3.88878812943434,8.12071292246094
36,59.5,17,1,4,1,1.575,1.428,1.506,1.289,.879,1.368,1.094,1.904,6.75,7,7.375,6.75,6.5,6.125,6.25,7.125,5.5,5.625,5.625,5.375,6,6,6.125,6.625,4.85714285714286,4.71428571428571,4.42857142857143,4.5,3.85714285714286,4.28571428571429,4.14285714285714,3.75,6.625,5.875,5.875,6.375,6,6.875,6.625,7.625,7,7.875,7,7.25,8.125,8.125,8.125,8.25,23,22.5,20.5,21.5,20.5,24,24,30,1,3,5,2,0,15,0,10,0,0,0,0,7,4,0,.118650096351106,.178159604946841,-.570601368769956,-.194980908912848,-.603340012499402,.40925127989864,.292627338179773,2.27968496154831,-.606867780135713,.186090035134394,.65782636728731,.0421649560319236,-.442828293814146,4.0485623671518,1.02751827575537,1.20162740224139,12,9,1.5,3,4,4.5,15,11,1.06131349230744,.753570398955005,-1.08622267684637,-.622828157319051,-.575141016456823,-.445883409456316,1.62684132824798,.671060889248288,6.05932504817555,2.45462563994932,.464699315615022,1.40250954554358,1.6983299937503,7.64631366908989,6.63984248077415
37,57,16,2,4,1,-1.841,-1.568,-1.318,-1.529,-1.197,-1.366,-.998,-.197,3.375,4.5,5.5,3.625,5.25,5,4.25,5.625,8,8,8,8,7.75,7.125,5.875,6,6.57142857142857,6.42857142857143,6.28571428571429,7.25,6.85714285714286,6.85714285714286,7.14285714285714,7.28571428571429,6.875,6.42857142857143,6.75,6.75,6.875,6,6.75,5.625,7.125,7.625,6.625,7.375,7.5,7.875,7.375,7.75,18.5,20,18,19.5,20.5,19,23.5,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.14825191929259,-.586878698648391,-1.35455441551293,-.804449023692677,-.603340012499402,-1.13671798384674,.123452158294592,1.43041032962063,-.888441938843621,-.485466294394414,-.45363384700441,-.472305936341638,-.442828293814146,-.424035247982286,-.433145822630003,-.421557539315547,5.5,1.5,4.5,1.5,11,2,4.5,8,-.276284481839457,-1.02177196745917,-.422485309845987,-.911355487010205,.880863815902308,-.90998624039235,-.589633706029908,.0547243276425715,2.17587404035371,.431641008076632,1.57272279224353,.347775488153662,5.1983299937503,2.3117260791473,4.71520516481031
41,26.5,16,2,7,1,-.796,-.821, , , ,-.083, , ,5.375,3.625, , , ,4.375, , ,7.5,5.875, , , ,7, , ,7.42857142857143,8, , , ,6.875, , ,8.875,8.75, , , ,8.5, , ,8,7, , , ,6.5, , ,25,28, , , ,25.5, , ,2,4, , , ,1, , ,0, , , ,0, , ,.681717658859414,1.86124387285635, , , ,.873042059022253, , ,-.325293621427806,.40994214497733, , , ,-.273598395089844, , ,17,6, , , ,3.5, , ,2.09023501088197,.0434334523893368, , , ,-.63152454183073, , ,8.84085882942971,2.18652102951113, , , , , 
44,66,16,1,4,1,-1.257,-.759, ,-1.552,-1.097,-1.829,-1.791, ,2.875,3.5, ,3,3,2.75,2.125, ,4.25,3.875, ,4.125,5.375,5.25,4.625, ,6,7.28571428571429, ,8,7.42857142857143,7.71428571428571,7, ,7.5,7.85714285714286, ,7.375,7.75,7.75,8, ,7.25,6.625, ,7.625,7.5,7.75,8.125, ,17,19, ,21.5,20.5,17.5,20.5,20.5,5,0, ,2,0,0,3,0,0, ,0,0,0,0,0,-1.57055259117382,-.892894020086484, ,-.194980908912848,-.603340012499402,-1.60050876297035,-.891598921016493,-.947558639776881,.519428854695918,-.485466294394414, ,.0421649560319236,-.442828293814146,-.424035247982286,.0849391680016252,-.421557539315547,0,3.5, ,10,1.5,0,5.5,1.5,-1.40809815227144,-.548347336415387, ,.723632714573002,-1.09514274229937,-1.28126850514118,-.378540845622491,-1.28067155583648,-.785276295586909,-.800254381485175, ,4.90250954554358,.448329993750299,2.30420053949175,.276220680111559
48,66,16,2,4,1,-.791,-1.348,-1.755,-1.538, , , , ,5.625,3.75,3.875,3.125, , , , ,6.5,6.625,7.25,6.125, , , , ,5.16666666666667,6,5.25,5.375, , , , ,6.375,6.75,7.125,6.375, , , , ,6.875,7,6.75,6.625, , , , ,17.5,17.5,18,20.5, , , , ,1,0,1,0, , , , ,0,0,0, , , , ,-1.42978570054674,-1.35191700224362,-1.35455441551293,-.499714966302762, , , , ,-.606867780135713,-.485466294394414,-.231341804146066,-.472305936341638, , , , ,12,3,8,6, , , , ,1.06131349230744,-.666703494176332,.351874951654458,-.0457734979367429, , , , ,5.28510714972663, ,3.32272279224353,2.75014251684862, , , 
51,53.5,16,1,1,1,-.888, ,.367,.871,1.72,1.159,1.24,1.234,4.5, ,5.875,5.25,6.125,6.875,6.25,5.875,6.125, ,5.625,6.5,5.5,5.875,6.125,5.875,5.85714285714286, ,5.625,7.375,6.14285714285714,6.85714285714286,6,6.75,6.125, ,6.125,6.5,6.25,6.25,5.625,6.125,5.75, ,6.625,6.125,6.125,6.75,6.125,6.5,21.5,22.5,21.5,23.5,27.5,22,23.5,22.5,2,2,2,0,0,0,9,0,0,4,4,4,4,4,0,-.303650575530125,.178159604946841,-.257020150072765,.414487205866982,1.40026102776078,-.209136425599511,.123452158294592,-.268138934234736,-.325293621427806,-.0377620747085423,1.69557898489241,.936959972226878,.941058513882836,.842276078730546,2.58177324765025,-.421557539315547,6.5,8.5,3.5,9,9,4.5,14,10,-.0705001781245505,.635214241194061,-.643731098846114,.531281161445565,.464862435228271,-.445883409456316,1.41574846784056,.465615368713049,3.09817471223494,2.14543178720024,1.62148992496362,4.70724360293349,5.20013051388039,7.0617260791473,4.86593053288263
54,55,15,2,1,1,2.232, ,1.556, , , , , ,7.875, ,7, , , , , ,3.875, ,3, , , , , ,5, ,5.125, , , , , ,5.625, ,5.375, , , , , ,8.75, ,8.25, , , , , ,35,28.5,26,24,29,23,23.5, ,19,2,1,0,0,4,0, ,0,1,3,0,0,0, ,3.49705547140096,2.0142515335754,1.15409533406459,.566854234561939,1.82960410781653,.100057427149564,.123452158294592, ,4.46146707660663,-.0377620747085423,.194815382398968,.584643495084749,-.442828293814146,.177712163587483,-.433145822630003, ,12.5,2,0,2,7.5,6,4.5, ,1.16420564416489,-.903415809698221,-1.41809136034656,-.815179710446487,.152861399722742,-.167421710894696,-.589633706029908, ,7.99852773570048,3.05002871357478,.577047667032296,1.28342711728097,4.66480205390827,2.3117260791473, 
58,63.5,16,2,4,1,-.101,-.153,-.379,-.131,.441, ,-.052,-.121,5.75,5.625,6.75,6.125,6.375, ,5.125,5.625,5.75,7.125,7.625,7.375,7.875, ,7.5,7.25,6.28571428571429,6.42857142857143,4.875,6.25,7.71428571428571, ,6.875,6.75,7.125,6.625,5.75,6.75,6, ,5.875,5.625,5.25,4.75,4.875,5.5,6.25, ,5.75,6.125,21.5,19.5,19.5,18,17.5, , ,22,5,1,0,0,1, , ,3,0,0,0,0, , ,4,-.303650575530125,-.739886359367438,-.884182587467147,-1.26155010977755,-1.46202617261091, , ,-.437993860620272,.519428854695918,-.261614184551478,-.45363384700441,-.472305936341638,-.217688284197256, , ,1.41726749568867,18.5,3.5,4.5,2.5,3.5, , ,11,2.39891146645433,-.548347336415387,-.422485309845987,-.719003933882769,-.679141361625332, , ,.671060889248288,9.09817471223494, ,1.80790870626643,.619224945111226,1.01898691369455, ,5.28100306968986
61,54.5,16,2,4,1,-.542,-.418, ,-1.102,-1.26,-1.619,-1.092, ,4.125,4.5, ,3.75,3.875,2.375,4.25, ,7.375,6.375, ,7.5,6.125,6.875,5.5, ,7.28571428571429,8.42857142857143, ,7.25,8,7.85714285714286,7.85714285714286, ,8.125,8.4, ,8.625,8.5,8.375,8.625, ,5,5.25, ,7.625,7.375,7.625,7.375, ,19,20.5,20.5,19.5,20.5,18.5,19.5,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.00748502866551,-.433871037929345,-.570601368769956,-.804449023692677,-.603340012499402,-1.29131491022127,-1.22994928078685,-.607848787005808,-.888441938843621,-.485466294394414,-.45363384700441,-.472305936341638,-.442828293814146,-.424035247982286,-.433145822630003,-.421557539315547,9,1.5,3,9,6.5,1.5,8,6,.443960581162717,-1.02177196745917,-.754353993346178,.531281161445565,-.0551392906142763,-1.00280680657956,.149191305396053,-.356166713427906,3.99625748566724,.104342544889363,1.21469931561502,4.09777548815366,2.9483299937503,3.38502535960657,2.6960756064971
64,59.5,16,1,4,1,.148,-.096, ,-.217, ,-.344,.123,.779,3.85714285714286,3.875, ,3, ,4.25,4.75,6.125,6.25,5.625, ,5.71428571428571, ,6,5.875,4.875,7.28571428571429,7, ,6.28571428571429, ,7.85714285714286,7.625,6.75,8.5,7.75, ,8.125, ,7.75,7.5,5.875,8.375,7.375, ,7.75, ,7.75,6.75,7.625,20,20,23,22.5, ,23.5,21.5,24.5,4,2,0,0, ,0,0,6,0,3,4, ,0,0,1,-.725951247411357,-.586878698648391,.213351677973021,.109753148477067, ,.254654353524102,-.553248561246131,.41128077130741,.23785469598801,-.0377620747085423,.824837712630692,.936959972226878, ,-.424035247982286,-.433145822630003,.890320813752899,7,1.5,1.5,9.5, ,6.5,7,4.5,.0323919737329029,-1.02177196745917,-1.08622267684637,.627456938009283, ,-.0746011447074893,-.0619015550113644,-.664334994230764,3.13702437629432,3.37732717676205,.85667583898651,4.80487657423853, ,3.22337571937693,2.4556403856537
66,15.5,16,1,5,1,-.109, , , , , , , ,5.125, , , , , , , ,5.125, , , , , , , ,5.14285714285714, , , , , , , ,6.25, , , , , , , ,4.125, , , , , , , ,22.5, , , , , , , ,0, , , , , , , , , , , , , , ,-.022116794275971, , , , , , , ,-.888441938843621, , , , , , , ,8.5, , , , , , , ,.341068429305263, , , , , , , ,4.23894160286201, , , , , , 
69,51,16,1,4,1,-1.842,-1.31, ,-.987,-.421,-.997,-.56,-.933,2.75,3.125, ,3.5,4.375,3.125,4.625,3,7.125,5.625, ,5.125,5.75,6.125,5.5,5.625,5.71428571428571,4.71428571428571, ,4.625,5.28571428571429,5.71428571428571,5,6.75,8.125,7.375, ,7.125,6.375,7.625,7.625,6.375,5,5.75, ,5.5,5.75,5.75,6,5.625,21.5,23.5, ,23,20.5,21.5,23,22.5,2,0, ,0,0,0,0,0,0, ,0,0,0,0,0,-.303650575530125,.484174926384933, ,.262120177172024,-.603340012499402,-.363733351974048,-.0457230215905888,-.268138934234736,-.325293621427806,-.485466294394414, ,-.472305936341638,-.442828293814146,-.424035247982286,-.433145822630003,-.421557539315547,6.5,3, ,8.5,0,3.5,8,9.5,-.0705001781245505,-.666703494176332, ,.435105384881847,-1.4071437778049,-.63152454183073,.149191305396053,.36289260844543,3.09817471223494,1.56813332401298, ,4.38106008858601,-.301670006249701,3.97713848920471,4.61593053288263
74,35,16,1,8,1,-.076,-.429,-.868,-.203,.094,.497,1.337,.623,5.75,5.75, ,3.875,4.5,5.625,6.5,5.375,5.25,5, ,5.5,5.625,4.875,4.125,5.5,6.85714285714286,5, ,6.875,7,4.71428571428571,5.28571428571429,6.25,5.125,5.625, ,6,7,6.125,5.375,6.375,6.75,6.75, ,7.625,7.375,6.875,7.375,7.125,22.5,21,21, ,24.5,23,27,26.5,0,0,0, ,0,0,4,4,0,0, ,0,0,0,0,-.022116794275971,-.280863377210299,-.413810759421361, ,.541574867649274,.100057427149564,1.30767841749086,1.09070047684955,-.888441938843621,-.485466294394414,-.45363384700441, ,-.442828293814146,-.424035247982286,.257634164878835,.227716437307227,22,14,7.5, ,16.5,4.5,6,17,3.11915652945651,1.93713197656445,.241252057154394, ,2.02486761275591,-.445883409456316,-.272994415418782,1.90373401245972,10.988941602862,2.30002871357478,3.54309462028932, ,8.52078743382464,3.65383920874543,9.04535023842478
75,59.5,16,2,4,1,2.141, , , , , , , ,6.75, , , , , , , ,1.5, , , , , , , ,4.57142857142857, , , , , , , ,6.5, , , , , , , ,7.125, , , , , , , ,18.5, , , , , , , ,9, , , , , , , , , , , , , , ,-1.14825191929259, , , , , , , ,1.64572548952755, , , , , , , ,3, , , , , , , ,-.790745241126724, , , , , , , ,.925874040353706, , , , , , 
79,54.5,16,1,4,1,-.051,.508, , ,-.154,-.063,-.16,.134,4.5,5.75, , ,4.5,4.75,4.5,4.75,6.375,5.625, , ,6.75,7,4.5,6,7.28571428571429,7.28571428571429, , ,7,6.28571428571429,5.875,6.5,7.375,7, , ,8.125,7.375,8,7.125,6.875,6.125, , ,7.5,7,6.75,6.625,22,22, ,23.5,18,23,21.5,25,1,5, ,4,0,2,7,0,0, ,0,0,0,0,0,-.162883684903048,.0251519442277943, ,.414487205866982,-1.31891181259232,.100057427149564,-.553248561246131,.581135697692946,-.606867780135713,.633794254820266, ,.556635848405486,-.442828293814146,-.123161542197401,.775719155510463,-.421557539315547,4,9.5, ,7,2.5,6,6.5,2,-.584960937411818,.87192655671595, ,.146578055190693,-.887142051962351,-.167421710894696,-.167447985215073,-1.17794879556886,1.91855815754848,3.05002871357478, ,3.70724360293349,.590544093703838,2.97337571937693,1.29056784884647
83,50.5,16,2,4,1,-1.086,-1, , , ,-.991,-.776,-.713,2.625,3.375, , , ,3.375,3.75,3.875,7.5,8, , , ,7.625,6.875,7.25,5.57142857142857,5.71428571428571, , , ,6.28571428571429,6.625,6.125,6.75,5.85714285714286, , , ,7.75,7.125,7.375,6.25,6.375, , , ,7,7.125,7.125,17,19.5,18.5, , ,18,18.5,22,0,0,0, , ,0,0,0,0,0, , ,0,0,0,-1.57055259117382,-.739886359367438,-1.19776380616434, , ,-1.44591183659581,-1.56829964055722,-.437993860620272,-.888441938843621,-.485466294394414,-.45363384700441, , ,-.424035247982286,-.433145822630003,-.421557539315547,1,5,6.5, , ,3,3,6.5,-1.20231384855654,-.193278863132553,.0200062681542669, , ,-.724345108017937,-.906272996641034,-.253443953160287,-.285276295586909,.777044081702094,2.65111809691783, , ,.715850179721392,3.03100306968986
92,66,16,2,4,1,1.946,1.524,2.462,2.21,2.625, , , ,6.375,5.5,6.875,5.625,7, , , ,4.5,4.75,4.125,3.75,4.625, , , ,5.85714285714286,6.14285714285714,5.875,5.5,5.71428571428571, , , ,6.5,6.25,7,7.25,6.125, , , ,6.5,6.125,6.875,6.5,6.75, , , ,23.5,21,24,24.5,21,22.5,24,27,5,4,4,11,6,4,2,16,1,5,0,5,4,4,0,.259416986978183,-.280863377210299,.526932896670211,.719221263256896,-.460225652480817,-.0545394992249731,.292627338179773,1.26055540323509,.519428854695918,.821744505751971,2.56632025715414,2.35728397171295,2.63787027350842,1.44402349030031,1.37290826950978,2.17553836717555,4.5,7,3,6.5,6,4,8,12,-.482068785554364,.280145767911226,-.754353993346178,.0504022786269752,-.159139635782786,-.538703975643523,.149191305396053,.876506409783526,2.37970849348909,1.97273025038751,1.76346644833511,3.60961063162845,2.76988717375959,4.14631366908989,6.63027770161755
