id,Hollingshead_SES_t1,age,gender,ethnicity_categorical,site,gnf.1,gnf.3,gnf.5,gnf.7,gnf.9,gnf.11,gnf.13,gnf.15,neur_t1,neur_t3,neur_t5,neur_t7,neur_t9,neur_t11,neur_t13,neur_t15,extra_t1,extra_t3,extra_t5,extra_t7,extra_t9,extra_t11,extra_t13,extra_t15,consc_t1,consc_t3,consc_t5,consc_t7,consc_t9,consc_t11,consc_t13,consc_t15,agree_t1,agree_t3,agree_t5,agree_t7,agree_t9,agree_t11,agree_t13,agree_t15,open_t1,open_t3,open_t5,open_t7,open_t9,open_t11,open_t13,open_t15,cs_sum_t1,cs_sum_t3,cs_sum_t5,cs_sum_t7,cs_sum_t9,cs_sum_t11,cs_sum_t13,cs_sum_t15,ddad_csrtot_cur_t1,ddad_csrtot_cur_t3,ddad_csrtot_cur_t5,ddad_csrtot_cur_t7,ddad_csrtot_cur_t9,ddad_csrtot_cur_t11,ddad_csrtot_cur_t13,ddad_csrtot_cur_t15,ddad_csrtot_past_t3,ddad_csrtot_past_t5,ddad_csrtot_past_t7,ddad_csrtot_past_t9,ddad_csrtot_past_t11,ddad_csrtot_past_t13,ddad_csrtot_past_t15,Zcs_sum_t1,Zcs_sum_t3,Zcs_sum_t5,Zcs_sum_t7,Zcs_sum_t9,Zcs_sum_t11,Zcs_sum_t13,Zcs_sum_t15,Zddad_csrtot_cur_t1,ddad_cp_z3,ddad_cp_z5,ddad_cp_z7,ddad_cp_z9,ddad_cp_z11,ddad_cp_z13,ddad_cp_z15,es_sum_t1,es_sum_t3,es_sum_t5,es_sum_t7,es_sum_t9,es_sum_t11,es_sum_t13,es_sum_t15,Zes_sum_t1,Zes_sum_t3,Zes_sum_t5,Zes_sum_t7,Zes_sum_t9,Zes_sum_t11,Zes_sum_t13,Zes_sum_t15,cses_1,cses_3,cses_5,cses_7,cses_9,cses_13,cses_15
185,48,16,1,4,1,-.285,.477, ,-1.145,.097, , , ,5.625,6.375, ,4.42857142857143,4.875, , , ,5.625,6.875, ,5.375,6, , , ,4.42857142857143,6.14285714285714, ,6.375,5.42857142857143, , , ,5.125,5.85714285714286, ,4.75,5.375, , , ,8.75,7.625, ,6.5,7.5, , , ,26,24, ,24.5,27, , , ,10,0, ,0,4, , , ,0, ,4,0, , , ,.963251440113569,.63718258710398, ,.719221263256896,1.2571466677422, , , ,1.92729964823546,-.485466294394414, ,.936959972226878,.457731744653411, , , ,13,5.5, ,0,8, , , ,1.26709779602234,-.0749227053716079, ,-1.19988281670136,.256861744891252, , , ,6.98162572005678, , ,.359610631628448,4.6285733338711, , 
190,40,16,2,4,1,-.528,-1.196,-.911,-1.122,-.335,-.397,-1.102,-.039,4.125,4.125,6.25,4.875,6.5,6.625,4.5,6.125,7.375,7.25,7.75,8.75,8.5,8,8.875,8.25,6.57142857142857,6.57142857142857,6.25,7,7.28571428571429,7.42857142857143,8,6.75,6.875,3.57142857142857,6.125,8,6.875,7.125,8,7.125,6.75,5.25,7,7.125,7.125,7.25,7.28571428571429,7.25,18.5,21,21.5,19.5,21,19.5,19,21.5,0,1,1,2,0,1,0,0,0,0,0,0,0,4,0,-1.14825191929259,-.280863377210299,-.257020150072765,-.804449023692677,-.460225652480817,-.982121057472199,-1.39912446067204,-.607848787005808,-.888441938843621,-.261614184551478,-.231341804146066,.0421649560319236,-.442828293814146,-.273598395089844,1.02751827575537,-.421557539315547,5.5,5,8,6.5,5.5,8.5,4,9.5,-.276284481839457,-.193278863132553,.351874951654458,.0504022786269752,-.263139980951295,.296681120041338,-.695180136233617,.36289260844543,2.17587404035371,3.7589394712639,3.87148992496362,2.84777548815366,2.51988717375959,1.30043776966398,4.4460756064971
192,58,16,1,4,1,-.642,1.418,.367,-.522,-.576,-.696,-.841, ,4.25,4.5,4.875,2.75,3.625,3.5,3.375, ,3.5,1.75,3.375,3.875,4,5,4.5, ,6,7.57142857142857,6.28571428571429,6.14285714285714,5.85714285714286,6.71428571428571,6.875, ,7,8.5,6.75,7.125,6.625,6.5,6.75, ,6.375,8,7.625,6.625,5,5.875,6.375, ,25.5,27.5,28,25.5,22,21.5,23.5, ,6,8,3,1,0,0,0, ,0,4,0,0,0,0, ,.822484549486492,1.7082362121373,1.78125777145897,1.02395532064681,-.173996932443648,-.363733351974048,.123452158294592, ,.801003013403826,1.30535058434907,1.91787102775076,-.215070490154857,-.442828293814146,-.424035247982286,-.433145822630003, ,2.5,2,3,1,1.5,2.5,2, ,-.893637392984178,-.903415809698221,-.754353993346178,-1.00753126357392,-1.09514274229937,-.817165674205144,-1.11736585704845, ,1.66124227474325,1.06813332401298,2.39062888572949,1.01197766032341,.663001533778176,1.0617260791473, 
196,37.25,16,2,8,1,-.643,-1.113, ,-1.659,-1.425,-1.253,-1.348,-1.19,5.125,5.5, ,3.75,3.5,4.625,4.625,4.5,6.5,7.375, ,7.125,7.75,7.375,7.125,6.75,7.42857142857143,8.57142857142857, ,8,8.42857142857143,8.85714285714286,8.57142857142857,8.5,8.625,8.33333333333333, ,8.75,7.875,8,7.125,7.75,8.375,8.125, ,7.125,7.125,6.125,6.125,6.625,31,26,24.5,25,25,25.5,28.5,32,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.37092034638434,1.24921322998017,.683723506018807,.871588291951853,.684689227667858,.873042059022253,1.8152039571464,2.95910466709045,2.20887380694337,-.485466294394414,-.0274766604593755,-.472305936341638,-.442828293814146,-.424035247982286,-.433145822630003,-.421557539315547,10,13.5,1.5,5.5,14.5,19.5,20,14,.649744884877623,1.81877581880351,-1.08622267684637,-.141949274500461,1.60886623208187,2.33873357615989,2.68230563028506,1.287397450854,6.18546017319217,10.1865210295111,1.0918617530094,3.18579414597593,7.59234461383393,10.9076019785732,8.47955233354523
200,61,16,2,4,1,.218,.747, , , ,.974,.72, ,5.25,5.5, , , ,6,5.625, ,5.125,4.375, , , ,5.5,5, ,5.85714285714286,4.57142857142857, , , ,4.71428571428571,4.5, ,6.375,4.875, , , ,5.5,6.125, ,7.75,5.75, , , ,6.125,7.125, ,19,17,23, , ,19.5,20, ,7,0,1, , ,0,0, ,0,1, , ,4,0, ,-1.00748502866551,-1.50492466296267,.213351677973021, , ,-.982121057472199,-1.06077410090167, ,1.08257717211173,-.485466294394414,.194815382398968, , ,.842276078730546,-.433145822630003, ,2.5,4,1, , ,3.5,3, ,-.893637392984178,-.429991178654442,-1.19684557134643, , ,-.63152454183073,-.906272996641034, ,.746257485667245,1.2589394712639,.60667583898651, , ,.969612949549163, 
201,45.5,16,2,8,1,-1.047,-.247,-.512, ,.093, ,.259,-.54,2.75,4.75,4.125, ,3.75, ,4.25,2.875,7.375,6,7.75, ,5.5, ,4.875,7.125,5.14285714285714,4.71428571428571,5.375, ,6, ,7.25,7.375,8,7,7.375, ,7.625, ,8.25,8.5,7.125,6.75,7.375, ,7.375, ,6.375,7.25,22.5,23.5,27.5, ,24.5, ,27,33.5,0,0,0, ,1, ,0,0,1,0, ,4, ,0,0,-.022116794275971,.484174926384933,1.62446716211038, ,.541574867649274, ,1.30767841749086,3.46866944624706,-.888441938843621,-.0736639336197725,-.45363384700441, ,1.16619852349973, ,-.433145822630003,-.421557539315547,3,3,10.5, ,9.5, ,16.5,26.5,-.790745241126724,-.666703494176332,.904989424154775, ,.56886278039678, ,1.9434806188591,3.85546645754449,1.48894160286201, ,6.06223358105519, ,5.02078743382464,8.90383920874543,14.9843347231235
204,61,16,2,4,1,.036,.327,-.401,-.49,-.642,-.705,-.592,-.387,4.875,5,5.375,4.75,4.375,5.125,4.625,4,8.125,7.375,8.375,8.25,8.125,8.625,8.375,8.75,5.85714285714286,5.85714285714286,6.875,6.57142857142857,7.85714285714286,7,7.25,7.875,8.375,8.66666666666667,8.625,8.75,8.875,8.625,8.875,8.875,7.125,7.125,7.125,7.25,6.25,7.25,7,7,22.5,23,20,21,19,22,24,24,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,-.022116794275971,.331167265665887,-.727391978118551,-.347347937607805,-1.03268309255516,-.209136425599511,.292627338179773,.241425844921873,-.888441938843621,-.485466294394414,-.231341804146066,-.215070490154857,-.442828293814146,-.424035247982286,-.433145822630003,.227716437307227,14,4,6.5,3,6.5,8.5,4.5,10,1.47288209973725,-.429991178654442,.0200062681542669,-.622828157319051,-.0551392906142763,.296681120041338,-.589633706029908,.465615368713049,6.98894160286201,4.14543178720024,2.88630401094072,1.3263260311961,2.73365845372242,2.39631366908989,5.12071292246094
205,42.75,16,2,4,1,1.01,.48,.61,1.767,.878,.035,.255,.832,7.5,6.125,7,7.375,5.5,5.375,5.125,5.75,7.625,7.5,7.125,6.625,7,7.75,8,8,7.42857142857143,8,7.57142857142857,8,7.71428571428571,8.28571428571429,8.42857142857143,8.125,7.75,7.375,7.25,7.125,7,7.125,7.5,7.625,8.375,7.5,7.5,7.25,6.625,7.625,7.375,7.625,20.5,17.5,19.5,18.5,16,19.5,21,18.5,12,2,1,3,4,0,0,0,4,0,4,0,0,0,0,-.585184356784279,-1.35191700224362,-.884182587467147,-1.10918308108259,-1.89136925266666,-.982121057472199,-.722423741131312,-1.62697834531903,2.49044796565127,1.60944736839002,-.231341804146066,1.70866631078722,.457731744653411,-.424035247982286,-.433145822630003,-.421557539315547,9,7.5,3.5,4.5,3,7,7.5,1.5,.443960581162717,.398501925672171,-.643731098846114,-.334300827627897,-.783141706793842,.0182194214797175,.0436448751923443,-1.28067155583648,4.20740782160786,3.0089394712639,1.30790870626643,1.6954084594587,.554315373666669,3.38878812943434,-.0634891726595131
208,56,16,2,4,1,-.118,-.359,-.585, ,-.93,-.718,-.377,-.95,3.875,3,3, ,2.625,3.125,3.25,2.5,5.75,6.625,5.75, ,6.5,5.25,5.75,5.625,8,8.57142857142857,8.125, ,8.14285714285714,7.85714285714286,8.25,8.5,8.75,9,9, ,8.875,8.125,8.5,8.5,8.125,8,7.375, ,7.75,7.5,8.5,8.25,18.5,19.5,18, ,17,18,22,23.5,2,0,0, ,2,0,0,0,0,0, ,4,0,0,0,-1.14825191929259,-.739886359367438,-1.35455441551293, ,-1.60514053262949,-1.44591183659581,-.38407338136095,.071570918536337,-.325293621427806,-.485466294394414,-.45363384700441, ,1.39133853311661,-.424035247982286,-.433145822630003,-.421557539315547,2.5,6.5,9, ,3,18,6,6.5,-.893637392984178,.161789610150282,.573120740654585, ,-.783141706793842,2.06027187759827,-.272994415418782,-.253443953160287,.675874040353706,8.27704408170209,3.82272279224353, ,.697429733685253,2.80796330931952,3.28578545926817
214,11,16,2,5,1,-.239, , , , , ,-.882,-.92,5.125, , , , , ,3.125,3.125,7.75, , , , , ,5.375,5.25,7.85714285714286, , , , , ,7.125,7.5,8.125, , , , , ,6,6.25,7.875, , , , , ,7.75,7,18.5,21.5, , , , ,24,20.5,6,1, , , , ,1,0,0, , , , ,0,0,-1.14825191929259,-.127855716491252, , , , ,.292627338179773,-.947558639776881,.801003013403826,-.261614184551478, , , , ,-.260450825752794,-.421557539315547,8.5,7, , , , ,5.5,10,.341068429305263,.280145767911226, , , , ,-.378540845622491,.465615368713049,3.67587404035371, , , , ,2.89631366908989,4.52622068011156
215,48,16,1,4,1,-.654,-1.082,-.228, , ,-.446,-.436, ,2.625,3.875,4, , ,3.625,4.375, ,4.75,6.5,4.75, , ,5.75,6.75, ,3.71428571428571,4.57142857142857,5.125, , ,5.71428571428571,4.14285714285714, ,5.125,4.375,4.375, , ,6.25,5.25, ,7.125,7.25,7.375, , ,6.5,6.5, ,20,22,21.5, , ,22.5,25,28,0,0,0, , ,0,0, ,0,0, , ,0,0, ,-.725951247411357,.0251519442277943,-.257020150072765, , ,-.0545394992249731,.630977697950135,1.60026525600616,-.888441938843621,-.485466294394414,-.45363384700441, , ,-.424035247982286,-.433145822630003, ,3.5,3,3.5, , ,7.5,12.5,12,-.687853089269271,-.666703494176332,-.643731098846114, , ,.111039987666924,1.09910917722943,.876506409783526,1.38702437629432,3.72273025038751,1.62148992496362, , ,6.56548884897507,6.80013262800308
220,57,17,2,4,1,-.875, , ,-1.061,-1.099,-.503,-1.464,-.614,4.75, , ,1.625,3.625,2.75,2.125,2.125,6.375, , ,6.71428571428571,7.875,7.25,8.25,7.75,5.71428571428571, , ,7.125,7.28571428571429,6.85714285714286,7.14285714285714,5.875,7.125, , ,8.375,7.875,7.875,7.625,7.75,6, , ,4.875,6.125,4.875,6.625,4.375,21, , ,24.5,19.5,22,21,22,0, , ,0,0,0,0,0, , ,0,0,0,0,0,-.444417466157202, , ,.719221263256896,-.889568732536571,-.209136425599511,-.722423741131312,-.437993860620272,-.888441938843621, , ,-.472305936341638,-.442828293814146,-.424035247982286,-.433145822630003,-.421557539315547,8, , ,4,0,1.5,3,4,.23817627744781, , ,-.430476604191615,-1.4071437778049,-1.00280680657956,-.906272996641034,-.767057754498383,3.7777912669214,.645431787200245, ,2.35961063162845,-.444784366268285,1.13878812943434,1.78100306968986
223,56,16,1,4,1,-.631,-1.061, , , ,-.75, , ,4,2.875, , , ,2.375, , ,6.25,7.375, , , ,7, , ,7.85714285714286,6.57142857142857, , , ,7.71428571428571, , ,8.25,8, , , ,8.625, , ,6.125,6.375, , , ,6.125, , ,17,17.5, ,23.5, ,19.5, ,20,0,1, ,0, ,0, ,0,0, ,0, ,0, ,0,-1.57055259117382,-1.35191700224362, ,.414487205866982, ,-.982121057472199, ,-1.11741356616242,-.888441938843621,-.261614184551478, ,-.472305936341638, ,-.424035247982286, ,-.421557539315547,6,3, ,5.5, ,0, ,1.5,-.173392329982004,-.666703494176332, ,-.141949274500461, ,-1.28126850514118, ,-1.28067155583648,2.21472370441309,-.491060528736099, ,2.95724360293349, , ,.191293216918791
225,62,16,2,4,1,1.408, ,1.005, , , , ,1.1,5.75, ,6.375, , , , ,6.875,6.875, ,6.75, , , , ,5.5,4, ,3.125, , , , ,5.5,8.5, ,7.25, , , , ,5.5,8.5, ,8.125, , , , ,7.25,23, ,24,21,22.5,23,27,24,5, ,4,2,0,0,0,0, ,8,8,0,0,0,0,.118650096351106, ,.526932896670211,-.347347937607805,-.030882572425064,.100057427149564,1.30767841749086,.241425844921873,.519428854695918, ,3.84479181678924,2.86069677316896,-.442828293814146,-.424035247982286,-.433145822630003,-.421557539315547,4.5, ,6,5.5,18,8,19,4.5,-.482068785554364, ,-.0906166263457966,-.141949274500461,2.33686864826144,.203860553854131,2.47121276987765,-.664334994230764,2.30932504817555,4.05002871357478,3.26346644833511,2.5763260311961,8.98455871378747,10.1538392087454,2.37071292246094
227,31,16,2,5,1,-.289, , , , , , , ,3.375, , , , , , , ,6.625, , , , , , , ,6.85714285714286, , , , , , , ,8, , , , , , , ,6.75, , , , , , , ,24.5, , , , , , , ,3, , , , , , , , , , , , , , ,.540950768232337, , , , , , , ,-.0437194627198978, , , , , , , ,29.5, , , , , , , ,4.66253880731831, , , , , , , ,15.0204753841162, , , , , , 
228,44,16,2,5,1,-.646, , , , , , , ,4.125, , , , , , , ,6.125, , , , , , , ,6, , , , , , , ,6.875, , , , , , , ,6.375, , , , , , , ,19.5, , , , , , , ,0, , , , , , , , , , , , , , ,-.866718138038434, , , , , , , ,-.888441938843621, , , , , , , ,7, , , , , , , ,.0323919737329029, , , , , , , ,3.06664093098078, , , , , , 
230,58,16,2,4,1,.315,-.649, , , , , , ,4.625,4.875, , , , , , ,6.25,6.875, , , , , , ,8,7.28571428571429, , , , , , ,6.5,7.16666666666667, , , , , , ,6.625,6.5, , , , , , ,23.5,20, , , , , , ,3,2, , , , , , ,4, , , , , , ,.259416986978183,-.586878698648391, , , , , , ,-.0437194627198978,1.60944736839002, , , , , , ,9.5,2, , , , , , ,.54685273302017,-.903415809698221, , , , , , ,4.87970849348909, , , , , , 
231,52,16,2,8,1,.435,-.029, , ,.392,.776, ,1.328,5.625,3.375, , ,4.25,3.875, ,5.875,3.5,4.875, , ,2.875,2.625, ,3.25,6.85714285714286,6.28571428571429, , ,6.85714285714286,6.14285714285714, ,7,7,8, , ,7.625,7.5, ,7.875,6.5,6.875, , ,6.5,6.75, ,7.25,21,16.5,20.5, ,22,21, ,23,6,0,0, ,0,0, ,1,0,0, ,0,0, ,0,-.444417466157202,-1.65793232368172,-.570601368769956, ,-.173996932443648,-.518330278348586, ,-.0982840078491994,.801003013403826,-.485466294394414,-.45363384700441, ,-.442828293814146,-.424035247982286, ,-.259239045159853,7.5,7,6.5, ,7,1.5, ,4.5,.135284125590356,.280145767911226,.0200062681542669, ,.0488610545542331,-1.00280680657956, ,-.664334994230764,3.5277912669214,.490834860825707,2.96469931561502, ,3.41300153377818, ,2.2008579960754
233,66,17,2,4,1,-.251, , , , , , , ,5.125, , , , , , , ,6, , , , , , , ,7.57142857142857, , , , , , , ,7.625, , , , , , , ,7.5, , , , , , , ,23, , , , , , , ,0, , , , , , , , , , , , , , ,.118650096351106, , , , , , , ,-.888441938843621, , , , , , , ,5, , , , , , , ,-.379176633696911, , , , , , , ,2.55932504817555, , , , , , 
239,53.5,16,2,4,1,-.16,-.445,-.132,-.664,-.862,-.589,-.06,-.557,5.5,4.375,5,3.625,3.375,3.75,4.57142857142857,3.625,2.875,3.875,4,4.75,4.25,3.375,2.625,3.75,8.42857142857143,8,7.625,7.5,7.71428571428571,7.71428571428571,8.14285714285714,8.125,7.875,6.75,7.5,7.75,7.625,8.125,8.375,8,6.25,4.625,4,4.75,5.57142857142857,4.75,5.375,4.5,21,20,19.5,18,21,20.5,19.5,19,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,-.444417466157202,-.586878698648391,-.884182587467147,-1.26155010977755,-.460225652480817,-.672927204723124,-1.22994928078685,-1.45712341893349,-.888441938843621,-.0377620747085423,-.231341804146066,-.472305936341638,-.442828293814146,-.424035247982286,-.433145822630003,-.421557539315547,1,1.5,3,2.5,1.5,3,0,3,-1.20231384855654,-1.02177196745917,-.754353993346178,-.719003933882769,-1.09514274229937,-.724345108017937,-1.53955157786329,-.972503275033622,.277791266921399,1.16353639763844,1.05790870626643,.619224945111226,.519887173759591,-.614974640393427,.771438290533255
240,33,16,2,4,1,2.207,1.823, ,1.873,2.271,.866,1.882,.913,6.75,5.75, ,6.125,6.75,6.25,6.875,6.125,3.625,6, ,5.375,5.375,6.125,6.25,4.75,5,5.14285714285714, ,6,6.85714285714286,6.42857142857143,7.125,7.5,7.5,7.25, ,6.125,5.875,6.5,6.5,7.25,4.25,6.5, ,8.375,7.5,7.125,7.125,7.875,24,22.5,22,18,20.5,19,23,24.5,2,0,1,0,0,0,0,0,0,0,0,0,4,0,4,.40018387760526,.178159604946841,-.10022954072417,-1.26155010977755,-.603340012499402,-1.13671798384674,-.0457230215905888,.41128077130741,-.325293621427806,-.485466294394414,-.231341804146066,-.472305936341638,-.442828293814146,.842276078730546,-.433145822630003,.930312013221592,13,7.5,4,0,1.5,3,3,0,1.26709779602234,.398501925672171,-.533108204346051,-1.19988281670136,-1.09514274229937,-.724345108017937,-.906272996641034,-1.58883983663934,6.70009193880263,.931641008076632,1.94988522963791,-.630775054888774,.448329993750299,1.47713848920471,.205640385653705
241,51,16,2,4,1,-.355,-.977, ,-1.241,-1.45,-1.169,-.9,-1.356,3.875,5.5, ,3.375,2,3.125,3.75,2.25,7.125,7.375, ,8,7.25,7.5,7,7.75,5.28571428571429,6.57142857142857, ,5.75,6.42857142857143,7,6.125,7.25,7.625,8.28571428571429, ,8.375,8.625,8.25,7.25,8.57142857142857,7.25,6.75, ,7.375,7.125,7.5,6.625,6.25,24.5,21.5, ,20.5,16.5,19,21.5,23,9,2, ,0,0,0,0,0,0, ,0,0,0,0,0,.540950768232337,-.127855716491252, ,-.499714966302762,-1.74825489264808,-1.13671798384674,-.553248561246131,-.0982840078491994,1.64572548952755,-.0377620747085423, ,-.472305936341638,-.442828293814146,-.424035247982286,-.433145822630003,-.421557539315547,9,15, ,11.5,1.5,3.5,12.5,10.5,.443960581162717,2.17384429208634, ,1.01216004426416,-1.09514274229937,-.63152454183073,1.09910917722943,.568338128980668,4.77047538411617,1.18164100807663, ,5.50014251684862,-.124127446324039,5.97337571937693,5.2008579960754
245,40.5,16,1,8,1,.531,.768, , , , , , ,5.25,4.125, , , , , , ,5.5,5.125, , , , , , ,5.57142857142857,4.57142857142857, , , , , , ,6.75,6.25, , , , , , ,5.625,4.75, , , , , , ,24,24.5, , , , , , ,6,1, , , , , , ,3, , , , , , ,.40018387760526,.790190247823026, , , , , , ,.801003013403826,.973792897772447, , , , , , ,13.5,5, , , , , , ,1.3699899478798,-.193278863132553, , , , , , ,6.95009193880263, , , , , , 
246,34.5,16,2,5,1,-.262,.19, ,-.667,-1.02,-1.068,-.977, ,3.375,4.5, ,3.5,2.25,2.75,2.125, ,7,7.75, ,7.75,6.375,6.125,6.375, ,6.42857142857143,7, ,7,7.57142857142857,7.14285714285714,7.375, ,8.5,8.75, ,8.375,8.375,8.375,8.875, ,6.625,7.125, ,7.25,6.625,7,7.14285714285714, ,22.5,21.5, ,20,22,23.5, , ,2,1, ,1,0,0, , ,0, ,0,0,0, , ,-.022116794275971,-.127855716491252, ,-.65208199499772,-.173996932443648,.254654353524102, , ,-.325293621427806,-.261614184551478, ,-.215070490154857,-.442828293814146,-.424035247982286, , ,5.5,7.5, ,11,5.5,4.5, , ,-.276284481839457,.398501925672171, ,.915984267700438,-.263139980951295,-.445883409456316, , ,2.73894160286201,2.37732717676205, ,5.17395900250114,2.66300153377818, , 
248,34,16,2,1,1,-.405, , , , , , , ,3.875, , , , , , , ,5.5, , , , , , , ,7.71428571428571, , , , , , , ,8.625, , , , , , , ,7.375, , , , , , , ,25, , , , , , , ,2, , , , , , , , , , , , , , ,.681717658859414, , , , , , , ,-.325293621427806, , , , , , , ,6, , , , , , , ,-.173392329982004, , , , , , , ,3.34085882942971, , , , , , 
251,61,16,2,4,1,-.969,-1.224,-.993,-.743,-1.081,-.947,-.304,-.631,3.25,3,4,4.875,3.875,4.125,4.25,3.5,5.5,6.125,5.875,5.875,5.375,5.5,4.625,5.625,7.85714285714286,7.57142857142857,8.25,7.625,7.85714285714286,7.85714285714286,7.625,7.75,7.625,7.875,7.875,7.625,7.75,7.25,7.375,7.75,6.5,7.125,7,6.75,6.875,7.42857142857143,6,6.5,15.5,14.5,18,16.5,15.5,20,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.99285326305505,-2.2699629665579,-1.35455441551293,-1.71865119586242,-2.03448361268525,-.827524131097661,-1.7374748204424,-.437993860620272,-.888441938843621,-.485466294394414,-.45363384700441,-.472305936341638,-.442828293814146,-.424035247982286,-.433145822630003,-.421557539315547,6.5,11,5,5.5,4,1.5,3.5,0,-.0705001781245505,1.22699502999878,-.311862415345924,-.141949274500461,-.575141016456823,-1.00280680657956,-.800726566437326,-1.58883983663934,2.25357336847248,.336237934451169,1.82272279224353,1.89067440206879,.982758193657377,.881262589778801,-.218996930310136
252,53,16,2,8,1,-.158,.034,.419, ,.072,.067,.268, ,4.25,5.625,5.375, ,5.25,4.875,4.75, ,5.125,4.875,5.5, ,4.875,5.625,5.375, ,6.57142857142857,4.85714285714286,5.375, ,4.71428571428571,5.14285714285714,5.57142857142857, ,7.375,7.25,7.75, ,7.875,7.25,8.125, ,6.5,6.125,5.75, ,6.875,7,7, ,19,21, ,21,19.5,19,21,19,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0,-1.00748502866551,-.280863377210299, ,-.347347937607805,-.889568732536571,-1.13671798384674,-.722423741131312,-1.45712341893349,-.888441938843621,-.485466294394414, ,-.472305936341638,-.442828293814146,-.424035247982286,-.433145822630003,-.421557539315547,4,1.5, ,1,1.5,0,3.5,3.5,-.584960937411818,-1.02177196745917, ,-1.00753126357392,-1.09514274229937,-1.28126850514118,-.800726566437326,-.869780514766002,1.49625748566724,-.568358991923368, ,.326326031196097,.305215633731715,1.38878812943434,1.02143829053326
257,55.5,16,2,1,1,1.676,.932, , , , , , ,5.875,5.125, , , , , , ,5.125,5.375, , , , , , ,5.85714285714286,6.71428571428571, , , , , , ,7,7.42857142857143, , , , , , ,7.75,7.5, , , , , , ,23.5,20,19, , , , , ,10,4,2, , , , , ,0,0, , , , , ,.259416986978183,-.586878698648391,-1.04097319681574, , , , , ,1.92729964823546,.40994214497733,-.0090497612877217, , , , , ,7,2.5,3, , , , , ,.0323919737329029,-.785059651937276,-.754353993346178, , , , , ,3.62970849348909, ,.979513401592129, , , , 
258,30,16,2,8,1,1.282,-.566, , , ,1.172,.535, ,4.75,4.25, , , ,5.25,4.375, ,5.42857142857143,7.125, , , ,5.25,6, ,6.57142857142857,7.57142857142857, , , ,6.71428571428571,6.625, ,9,7.5, , , ,7.5,8.25, ,8.5,7.75, , , ,7.5,8, ,23.5,22,26,29.5,29.5,29,28,31,12,0,13,0,11,6,10,3,0,0,0,4,0,0,0,.259416986978183,.0251519442277943,1.15409533406459,2.24289155020647,1.97271846783512,1.95522054364402,1.64602877726122,2.61939481431938,2.49044796565127,-.485466294394414,2.43616271015406,-.472305936341638,3.41759861966862,.478585869372367,1.29380414614209,.0653979431515339,16,5.5,19,17,21.5,9.5,6,11,1.88445070716706,-.0749227053716079,2.78557863065586,2.07009358646505,3.064871064441,.482322252415751,-.272994415418782,.671060889248288,8.12970849348909,5.72761027182201,10.0770476670323,9.62144577510323,11.7363592339176,3.82301438863061,6.80969740715969
261,39,16,2,4,1,-1.922,-1.742, , ,-1.794,-1.749,-1.527, ,2.75,1.75, , ,1.75,1.875,2.5, ,8.75,8.125, , ,8.125,8.125,8, ,8.85714285714286,8.42857142857143, , ,8.71428571428571,7.57142857142857,8.57142857142857, ,7,6, , ,7,7.75,7.25, ,7.25,6.125, , ,7.125,7,7.25, ,19.5,19.5, ,24.5,21,23,26,24,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0,-.866718138038434,-.739886359367438, ,.719221263256896,-.460225652480817,.100057427149564,.969328057720496,.241425844921873,-.888441938843621,-.485466294394414, ,-.472305936341638,-.442828293814146,-.424035247982286,-.433145822630003,-.421557539315547,3.5,4, ,8.5,4.5,6,9,10,-.687853089269271,-.429991178654442, ,.435105384881847,-.471140671288314,-.167421710894696,.360284165803471,.465615368713049,1.31664093098078,3.05002871357478, ,4.60961063162845,2.01988717375959,4.98466402886025,5.12071292246094
262,54,17,2,4,1,-1.18,-1.031,-1.259, ,-1.187, , , ,3.5,4.875,4.75, ,3.25, , , ,7.25,6.75,8.125, ,7.75, , , ,7.14285714285714,6,7.375, ,7.57142857142857, , , ,7.5,6.375,7.375, ,8.25, , , ,6.25,6.25,7.375, ,7.25, , , ,18.5,19,20, ,20, , , ,4,0,0, ,0, , , ,0,0, ,0, , , ,-1.14825191929259,-.892894020086484,-.727391978118551, ,-.746454372517986, , , ,.23785469598801,-.485466294394414,-.45363384700441, ,-.442828293814146, , , ,8,5,5, ,3, , , ,.23817627744781,-.193278863132553,-.311862415345924, ,-.783141706793842, , , ,3.42587404035371, ,2.13630401094072, ,1.12677281374101, , 
